order_id,customer_id,segment,channel,order_date,order_amount,paid_amount,paid_date
KR-00219,C-0179,Retail-Plus,store,2026-05-28,2870,1722,2026-05-28
KR-00219,C-0179,Retail-Plus,store,2026-05-28,2870,1148,2026-05-28
KR-00220,C-0219,Retail-Plus,app,2026-06-05,3760,2256,2026-06-07
KR-00220,C-0219,Retail-Plus,app,2026-06-05,3760,1504,2026-06-07
KR-00221,C-0230,Retail-Plus,web,2026-04-19,2730,2730,2026-04-21
KR-00222,C-0177,Retail-Plus,store,2026-05-18,3640,2184,2026-05-20
KR-00222,C-0177,Retail-Plus,store,2026-05-18,3640,1456,2026-05-20
KR-00223,C-0194,Retail-Plus,store,2026-06-10,4080,2448,2026-06-12
KR-00223,C-0194,Retail-Plus,store,2026-06-10,4080,1632,2026-06-12
KR-00224,C-0265,Retail-Plus,store,2026-04-25,2070,2070,2026-04-27
KR-00225,C-0177,Retail-Plus,web,2026-05-06,1540,1540,2026-05-08
KR-00226,C-0178,Retail-Plus,app,2026-06-16,1840,1840,2026-06-18
KR-00227,C-0262,Retail-Plus,app,2026-04-07,1310,1310,2026-04-09
KR-00228,C-0252,Retail-Plus,app,2026-05-06,2430,2430,2026-05-08
KR-00229,C-0154,Retail-Plus,store,2026-06-10,2990,1794,2026-06-12
KR-00229,C-0154,Retail-Plus,store,2026-06-10,2990,1196,2026-06-12
KR-00230,C-0162,Retail-Plus,web,2026-04-03,2070,2070,2026-04-05
KR-00231,C-0157,Retail-Plus,app,2026-05-23,4050,2430,2026-05-25
KR-00231,C-0157,Retail-Plus,app,2026-05-23,4050,1620,2026-05-25
KR-00232,C-0202,Retail-Plus,app,2026-06-16,3840,2304,2026-06-18
KR-00232,C-0202,Retail-Plus,app,2026-06-16,3840,1536,2026-06-18
KR-00233,C-0227,Retail-Plus,app,2026-04-10,1920,1920,2026-04-12
KR-00234,C-0252,Retail-Plus,store,2026-05-03,3790,2274,2026-05-05
KR-00234,C-0252,Retail-Plus,store,2026-05-03,3790,1516,2026-05-05
KR-00235,C-0155,Retail-Plus,app,2026-06-05,1600,1600,2026-06-07
KR-00236,C-0193,Retail-Plus,store,2026-04-18,1580,1580,2026-04-20
KR-00237,C-0167,Retail-Plus,app,2026-05-17,1400,1400,2026-05-19
KR-00238,C-0234,Retail-Plus,web,2026-06-04,2520,2520,2026-06-06
KR-00239,C-0173,Retail-Plus,web,2026-04-18,1240,1240,2026-04-20
KR-00240,C-0179,Retail-Plus,store,2026-05-20,1720,1720,2026-05-22
KR-00241,C-0184,Retail-Plus,app,2026-06-15,2830,1698,2026-06-17
KR-00241,C-0184,Retail-Plus,app,2026-06-15,2830,1132,2026-06-17
KR-00242,C-0183,Retail-Plus,web,2026-04-28,3800,2280,2026-04-28
KR-00242,C-0183,Retail-Plus,web,2026-04-28,3800,1520,2026-04-28
KR-00243,C-0227,Retail-Plus,store,2026-05-03,2430,2430,2026-05-05
KR-00244,C-0227,Retail-Plus,app,2026-06-12,3750,2250,2026-06-14
KR-00244,C-0227,Retail-Plus,app,2026-06-12,3750,1500,2026-06-14
KR-00245,C-0165,Retail-Plus,app,2026-04-17,2910,1746,2026-04-19
KR-00245,C-0165,Retail-Plus,app,2026-04-17,2910,1164,2026-04-19
KR-00246,C-0158,Retail-Plus,app,2026-05-02,3870,2322,2026-05-04
KR-00246,C-0158,Retail-Plus,app,2026-05-02,3870,1548,2026-05-04
KR-00247,C-0171,Retail-Plus,app,2026-06-25,4130,2478,2026-06-27
KR-00247,C-0171,Retail-Plus,app,2026-06-25,4130,1652,2026-06-27
KR-00248,C-0172,Retail-Plus,web,2026-04-27,3130,1878,2026-04-28
KR-00248,C-0172,Retail-Plus,web,2026-04-27,3130,1252,2026-04-28
KR-00249,C-0190,Retail-Plus,app,2026-05-10,4260,2556,2026-05-12
KR-00249,C-0190,Retail-Plus,app,2026-05-10,4260,1704,2026-05-12
KR-00250,C-0160,Retail-Plus,store,2026-06-18,3060,1836,2026-06-20
KR-00250,C-0160,Retail-Plus,store,2026-06-18,3060,1224,2026-06-20
KR-00251,C-0213,Retail-Plus,store,2026-04-14,2190,2190,2026-04-16
KR-00252,C-0184,Retail-Plus,app,2026-05-16,2200,2200,2026-05-18
KR-00253,C-0175,Retail-Plus,app,2026-06-03,2680,2680,2026-06-05
KR-00254,C-0153,Retail-Plus,store,2026-04-25,2580,2580,2026-04-27
KR-00255,C-0239,Retail-Plus,store,2026-05-05,3770,2262,2026-05-07
KR-00255,C-0239,Retail-Plus,store,2026-05-05,3770,1508,2026-05-07
KR-00256,C-0184,Retail-Plus,web,2026-06-02,3400,2040,2026-06-04
KR-00256,C-0184,Retail-Plus,web,2026-06-02,3400,1360,2026-06-04
KR-00257,C-0164,Retail-Plus,app,2026-04-07,1840,1840,2026-04-09
KR-00258,C-0244,Retail-Plus,web,2026-05-07,1670,1670,2026-05-09
KR-00259,C-0188,Retail-Plus,web,2026-06-19,2730,2730,2026-06-21
KR-00260,C-0151,Retail-Plus,store,2026-04-22,1400,1400,2026-04-24
KR-00261,C-0219,Retail-Plus,web,2026-05-24,2600,2600,2026-05-26
KR-00262,C-0188,Retail-Plus,store,2026-06-23,1840,1840,2026-06-25
KR-00263,C-0269,Retail-Plus,web,2026-04-17,2840,1704,2026-04-19
KR-00263,C-0269,Retail-Plus,web,2026-04-17,2840,1136,2026-04-19
KR-00264,C-0224,Retail-Plus,app,2026-05-18,3800,2280,2026-05-20
KR-00264,C-0224,Retail-Plus,app,2026-05-18,3800,1520,2026-05-20
KR-00265,C-0152,Retail-Plus,store,2026-06-07,2980,1788,2026-06-09
KR-00265,C-0152,Retail-Plus,store,2026-06-07,2980,1192,2026-06-09
KR-00266,C-0192,Retail-Plus,store,2026-04-20,3260,1956,2026-04-22
KR-00266,C-0192,Retail-Plus,store,2026-04-20,3260,1304,2026-04-22
KR-00267,C-0185,Retail-Plus,web,2026-05-05,2290,2290,2026-05-07
KR-00268,C-0152,Retail-Plus,app,2026-06-08,1680,1680,2026-06-10
KR-00269,C-0219,Retail-Plus,app,2026-04-25,1910,1910,2026-04-27
KR-00270,C-0157,Retail-Plus,app,2026-05-26,2650,2650,2026-05-28
KR-00271,C-0219,Retail-Plus,app,2026-06-17,4430,2658,2026-06-19
KR-00271,C-0219,Retail-Plus,app,2026-06-17,4430,1772,2026-06-19
KR-00272,C-0167,Retail-Plus,app,2026-04-16,2140,2140,2026-04-18
KR-00273,C-0228,Retail-Plus,app,2026-05-04,3620,2172,2026-05-06
KR-00273,C-0228,Retail-Plus,app,2026-05-04,3620,1448,2026-05-06
KR-00274,C-0237,Retail-Plus,app,2026-06-08,2700,2700,2026-06-10
KR-00275,C-0151,Retail-Plus,app,2026-04-13,1240,1240,2026-04-15
KR-00276,C-0162,Retail-Plus,store,2026-05-02,1970,1970,2026-05-04
KR-00277,C-0165,Retail-Plus,app,2026-06-18,3810,2286,2026-06-20
KR-00277,C-0165,Retail-Plus,app,2026-06-18,3810,1524,2026-06-20
KR-00278,C-0174,Retail-Plus,store,2026-04-03,2600,2600,2026-04-05
KR-00279,C-0217,Retail-Plus,app,2026-05-22,4080,2448,2026-05-24
KR-00279,C-0217,Retail-Plus,app,2026-05-22,4080,1632,2026-05-24
KR-00280,C-0174,Retail-Plus,store,2026-06-26,3490,2094,2026-06-28
KR-00280,C-0174,Retail-Plus,store,2026-06-26,3490,1396,2026-06-28
KR-00281,C-0257,Retail-Plus,app,2026-04-05,2030,2030,2026-04-07
KR-00282,C-0216,Retail-Plus,store,2026-05-06,2480,2480,2026-05-08
KR-00283,C-0237,Retail-Plus,store,2026-06-21,3590,2154,2026-06-23
KR-00283,C-0237,Retail-Plus,store,2026-06-21,3590,1436,2026-06-23
KR-00284,C-0189,Retail-Plus,web,2026-04-27,4460,2676,2026-04-28
KR-00284,C-0189,Retail-Plus,web,2026-04-27,4460,1784,2026-04-28
KR-00285,C-0226,Retail-Plus,store,2026-05-09,1820,1820,2026-05-11
KR-00286,C-0194,Retail-Plus,store,2026-06-17,1850,1850,2026-06-19
KR-00287,C-0156,Retail-Plus,app,2026-04-17,1340,1340,2026-04-19
KR-00288,C-0261,Retail-Plus,web,2026-05-15,1610,1610,2026-05-17
KR-00289,C-0229,Retail-Plus,web,2026-06-17,2060,2060,2026-06-19
KR-00290,C-0154,Retail-Plus,app,2026-04-10,2870,1722,2026-04-12
KR-00290,C-0154,Retail-Plus,app,2026-04-10,2870,1148,2026-04-12
KR-00291,C-0160,Retail-Plus,store,2026-05-22,3490,2094,2026-05-24
KR-00291,C-0160,Retail-Plus,store,2026-05-22,3490,1396,2026-05-24
KR-00292,C-0183,Retail-Plus,app,2026-06-19,4060,2436,2026-06-21
KR-00292,C-0183,Retail-Plus,app,2026-06-19,4060,1624,2026-06-21
KR-00293,C-0232,Retail-Plus,web,2026-04-18,3860,2316,2026-04-20
KR-00293,C-0232,Retail-Plus,web,2026-04-18,3860,1544,2026-04-20
KR-00294,C-0220,Retail-Plus,web,2026-05-10,3450,2070,2026-05-12
KR-00294,C-0220,Retail-Plus,web,2026-05-10,3450,1380,2026-05-12
KR-00295,C-0267,Retail-Plus,store,2026-06-05,2200,2200,2026-06-07
KR-00296,C-0179,Retail-Plus,web,2026-04-01,3990,2394,2026-04-03
KR-00296,C-0179,Retail-Plus,web,2026-04-01,3990,1596,2026-04-03
KR-00297,C-0165,Retail-Plus,store,2026-05-21,1730,1730,2026-05-23
KR-00298,C-0187,Retail-Plus,web,2026-06-01,2160,2160,2026-06-03
KR-00299,C-0257,Retail-Plus,app,2026-04-15,4020,2412,2026-04-17
KR-00299,C-0257,Retail-Plus,app,2026-04-15,4020,1608,2026-04-17
KR-00300,C-0167,Retail-Plus,web,2026-05-23,2160,2160,2026-05-25
KR-00301,C-0250,Retail-Plus,web,2026-06-06,1790,1790,2026-06-08
KR-00302,C-0168,Retail-Plus,app,2026-04-15,1600,1600,2026-04-17
KR-00303,C-0226,Retail-Plus,store,2026-05-25,4130,2478,2026-05-27
KR-00303,C-0226,Retail-Plus,store,2026-05-25,4130,1652,2026-05-27
KR-00304,C-0186,Retail-Plus,app,2026-06-12,2430,2430,2026-06-14
KR-00305,C-0173,Retail-Plus,app,2026-04-02,1750,1750,2026-04-04
KR-00306,C-0209,Retail-Plus,web,2026-05-28,4420,2652,2026-05-28
KR-00306,C-0209,Retail-Plus,web,2026-05-28,4420,1768,2026-05-28
KR-00307,C-0183,Retail-Plus,web,2026-06-20,4330,2598,2026-06-22
KR-00307,C-0183,Retail-Plus,web,2026-06-20,4330,1732,2026-06-22
KR-00308,C-0238,Retail-Plus,store,2026-04-10,3740,2244,2026-04-12
KR-00308,C-0238,Retail-Plus,store,2026-04-10,3740,1496,2026-04-12
KR-00309,C-0162,Retail-Plus,app,2026-05-26,3920,2352,2026-05-28
KR-00309,C-0162,Retail-Plus,app,2026-05-26,3920,1568,2026-05-28
KR-00310,C-0174,Retail-Plus,web,2026-06-05,2760,2760,2026-06-07
KR-00311,C-0191,Retail-Plus,app,2026-04-24,2540,2540,2026-04-26
KR-00312,C-0223,Retail-Plus,app,2026-05-18,3670,2202,2026-05-20
KR-00312,C-0223,Retail-Plus,app,2026-05-18,3670,1468,2026-05-20
KR-00313,C-0189,Retail-Plus,app,2026-06-12,2180,2180,2026-06-14
KR-00314,C-0200,Retail-Plus,app,2026-04-05,4010,2406,2026-04-07
KR-00314,C-0200,Retail-Plus,app,2026-04-05,4010,1604,2026-04-07
KR-00315,C-0182,Retail-Plus,store,2026-05-12,3390,2034,2026-05-14
KR-00315,C-0182,Retail-Plus,store,2026-05-12,3390,1356,2026-05-14
KR-00316,C-0222,Retail-Plus,web,2026-06-13,1390,1390,2026-06-15
KR-00317,C-0252,Retail-Plus,web,2026-04-08,2910,1746,2026-04-10
KR-00317,C-0252,Retail-Plus,web,2026-04-08,2910,1164,2026-04-10
KR-00318,C-0166,Retail-Plus,store,2026-05-25,2780,1668,2026-05-27
KR-00318,C-0166,Retail-Plus,store,2026-05-25,2780,1112,2026-05-27
KR-00319,C-0246,Retail-Plus,store,2026-06-11,3650,2190,2026-06-13
KR-00319,C-0246,Retail-Plus,store,2026-06-11,3650,1460,2026-06-13
KR-00320,C-0259,Retail-Plus,app,2026-04-16,2520,2520,2026-04-18
KR-00321,C-0172,Retail-Plus,store,2026-05-15,3220,1932,2026-05-17
KR-00321,C-0172,Retail-Plus,store,2026-05-15,3220,1288,2026-05-17
KR-00322,C-0222,Retail-Plus,app,2026-06-24,3260,1956,2026-06-26
KR-00322,C-0222,Retail-Plus,app,2026-06-24,3260,1304,2026-06-26
KR-00323,C-0155,Retail-Plus,app,2026-04-26,1800,1800,2026-04-28
KR-00324,C-0172,Retail-Plus,web,2026-05-13,2180,2180,2026-05-15
KR-00325,C-0169,Retail-Plus,web,2026-06-14,2430,2430,2026-06-16
KR-00326,C-0210,Retail-Plus,app,2026-04-17,1470,1470,2026-04-19
KR-00327,C-0248,Retail-Plus,app,2026-05-01,3030,1818,2026-05-03
KR-00327,C-0248,Retail-Plus,app,2026-05-01,3030,1212,2026-05-03
KR-00328,C-0153,Retail-Plus,store,2026-06-12,2120,2120,2026-06-14
KR-00329,C-0185,Retail-Plus,app,2026-04-21,3880,2328,2026-04-23
KR-00329,C-0185,Retail-Plus,app,2026-04-21,3880,1552,2026-04-23
KR-00330,C-0183,Retail-Plus,web,2026-05-25,1450,1450,2026-05-27
KR-00331,C-0152,Retail-Plus,web,2026-06-11,1920,1920,2026-06-13
KR-00332,C-0176,Retail-Plus,app,2026-04-10,3850,2310,2026-04-12
KR-00332,C-0176,Retail-Plus,app,2026-04-10,3850,1540,2026-04-12
KR-00333,C-0182,Retail-Plus,app,2026-05-06,1290,1290,2026-05-08
KR-00334,C-0162,Retail-Plus,web,2026-06-09,2540,2540,2026-06-11
KR-00335,C-0159,Retail-Plus,web,2026-04-09,3450,2070,2026-04-11
KR-00335,C-0159,Retail-Plus,web,2026-04-09,3450,1380,2026-04-11
KR-00336,C-0183,Retail-Plus,web,2026-05-24,2670,2670,2026-05-26
KR-00337,C-0204,Retail-Plus,store,2026-06-04,2920,1752,2026-06-06
KR-00337,C-0204,Retail-Plus,store,2026-06-04,2920,1168,2026-06-06
KR-00338,C-0210,Retail-Plus,app,2026-04-09,2900,1740,2026-04-11
KR-00338,C-0210,Retail-Plus,app,2026-04-09,2900,1160,2026-04-11
KR-00339,C-0182,Retail-Plus,web,2026-05-27,4470,2682,2026-05-28
KR-00339,C-0182,Retail-Plus,web,2026-05-27,4470,1788,2026-05-28
KR-00340,C-0137,Retail-Core,web,2026-04-08,1870,1870,2026-04-10
KR-00341,C-0144,Retail-Core,web,2026-05-04,1020,1020,2026-05-06
KR-00342,C-0014,Retail-Core,store,2026-06-14,2240,2240,2026-06-16
KR-00343,C-0022,Retail-Core,web,2026-04-08,2790,1674,2026-04-10
KR-00343,C-0022,Retail-Core,web,2026-04-08,2790,1116,2026-04-10
KR-00344,C-0077,Retail-Core,web,2026-05-05,930,930,2026-05-07
KR-00345,C-0009,Retail-Core,web,2026-06-01,2910,1746,2026-06-03
KR-00345,C-0009,Retail-Core,web,2026-06-01,2910,1164,2026-06-03
KR-00346,C-0140,Retail-Core,store,2026-04-07,2620,2620,2026-04-09
KR-00347,C-0054,Retail-Core,web,2026-05-12,1300,1300,2026-05-14
KR-00348,C-0015,Retail-Core,store,2026-06-06,1480,1480,2026-06-08
KR-00349,C-0035,Retail-Core,web,2026-04-24,1740,1740,2026-04-26
KR-00350,C-0008,Retail-Core,store,2026-05-12,2700,2700,2026-05-14
KR-00351,C-0110,Retail-Core,store,2026-06-22,2540,2540,2026-06-24
KR-00352,C-0049,Retail-Core,app,2026-04-15,840,840,2026-04-17
KR-00352,C-0049,Retail-Core,app,2026-04-15,840,840,2026-04-17
KR-00353,C-0021,Retail-Core,app,2026-05-28,1380,1380,2026-05-28
KR-00354,C-0122,Retail-Core,web,2026-06-02,2480,2480,2026-06-04
KR-00355,C-0018,Retail-Core,store,2026-04-28,1430,1430,2026-04-28
KR-00356,C-0104,Retail-Core,web,2026-05-11,920,920,2026-05-13
KR-00357,C-0019,Retail-Core,app,2026-06-26,2360,2360,2026-06-28
KR-00358,C-0001,Retail-Core,web,2026-04-05,1640,1640,2026-04-07
KR-00359,C-0085,Retail-Core,app,2026-05-26,2070,2070,2026-05-28
KR-00360,C-0042,Retail-Core,store,2026-06-06,1220,1220,2026-06-08
KR-00361,C-0066,Retail-Core,web,2026-04-27,2580,2580,2026-04-28
KR-00362,C-0009,Retail-Core,web,2026-05-19,2850,1710,2026-05-21
KR-00362,C-0009,Retail-Core,web,2026-05-19,2850,1140,2026-05-21
KR-00363,C-0010,Retail-Core,web,2026-06-04,2070,2070,2026-06-06
KR-00364,C-0022,Retail-Core,store,2026-04-13,2590,2590,2026-04-15
KR-00365,C-0086,Retail-Core,app,2026-05-22,1870,1870,2026-05-24
KR-00366,C-0089,Retail-Core,app,2026-06-07,2560,2560,2026-06-09
KR-00367,C-0093,Retail-Core,store,2026-04-04,1740,1740,2026-04-06
KR-00368,C-0054,Retail-Core,store,2026-05-12,2670,2670,2026-05-14
KR-00369,C-0035,Retail-Core,store,2026-06-10,2760,2760,2026-06-12
KR-00370,C-0115,Retail-Core,app,2026-04-03,1480,1480,2026-04-05
KR-00371,C-0047,Retail-Core,app,2026-05-18,990,990,2026-05-20
KR-00372,C-0126,Retail-Core,app,2026-06-13,1160,1160,2026-06-15
KR-00373,C-0107,Retail-Core,store,2026-04-19,1630,1630,2026-04-21
KR-00374,C-0009,Retail-Core,app,2026-05-13,2910,1746,2026-05-15
KR-00374,C-0009,Retail-Core,app,2026-05-13,2910,1164,2026-05-15
KR-00375,C-0123,Retail-Core,app,2026-06-24,3000,1800,2026-06-26
KR-00375,C-0123,Retail-Core,app,2026-06-24,3000,1200,2026-06-26
KR-00376,C-0036,Retail-Core,store,2026-04-16,1120,1120,2026-04-18
KR-00377,C-0014,Retail-Core,store,2026-05-17,1580,1580,2026-05-19
KR-00378,C-0044,Retail-Core,app,2026-06-11,2760,2760,2026-06-13
KR-00379,C-0128,Retail-Core,store,2026-04-25,1620,1620,2026-04-27
KR-00380,C-0021,Retail-Core,app,2026-05-15,1950,1950,2026-05-17
KR-00381,C-0017,Retail-Core,store,2026-06-25,1890,1890,2026-06-27
KR-00382,C-0084,Retail-Core,web,2026-04-05,1780,1780,2026-04-07
KR-00383,C-0031,Retail-Core,store,2026-05-09,960,960,2026-05-11
KR-00384,C-0138,Retail-Core,app,2026-06-15,1480,1480,2026-06-17
KR-00385,C-0091,Retail-Core,app,2026-04-27,2000,2000,2026-04-28
KR-00386,C-0054,Retail-Core,app,2026-05-17,1980,1980,2026-05-19
KR-00387,C-0021,Retail-Core,app,2026-06-22,970,970,2026-06-24
KR-00388,C-0148,Retail-Core,store,2026-04-08,1340,1340,2026-04-10
KR-00389,C-0034,Retail-Core,web,2026-05-24,2690,2690,2026-05-26
KR-00390,C-0049,Retail-Core,app,2026-06-18,2090,2090,2026-06-20
KR-00391,C-0028,Retail-Core,web,2026-04-01,1130,1130,2026-04-03
KR-00392,C-0112,Retail-Core,app,2026-05-04,990,990,2026-05-06
KR-00393,C-0011,Retail-Core,store,2026-06-05,2090,2090,2026-06-07
KR-00394,C-0033,Retail-Core,web,2026-04-19,1690,1690,2026-04-21
KR-00395,C-0013,Retail-Core,store,2026-05-12,2920,1752,2026-05-14
KR-00395,C-0013,Retail-Core,store,2026-05-12,2920,1168,2026-05-14
KR-00396,C-0010,Retail-Core,web,2026-06-08,1990,1990,2026-06-10
KR-00397,C-0040,Retail-Core,web,2026-04-20,2510,2510,2026-04-22
KR-00398,C-0026,Retail-Core,app,2026-05-28,2690,2690,2026-05-28
KR-00399,C-0031,Retail-Core,app,2026-06-25,1470,1470,2026-06-27
KR-00400,C-0046,Retail-Core,app,2026-04-10,1090,1090,2026-04-12
KR-00401,C-0044,Retail-Core,web,2026-05-09,1340,1340,2026-05-11
KR-00402,C-0011,Retail-Core,app,2026-06-14,2950,1770,2026-06-16
KR-00402,C-0011,Retail-Core,app,2026-06-14,2950,1180,2026-06-16
KR-00403,C-0124,Retail-Core,web,2026-04-27,2460,2460,2026-04-28
KR-00404,C-0037,Retail-Core,app,2026-05-08,2880,1728,2026-05-10
KR-00404,C-0037,Retail-Core,app,2026-05-08,2880,1152,2026-05-10
KR-00405,C-0028,Retail-Core,store,2026-06-18,2620,2620,2026-06-20
KR-00406,C-0044,Retail-Core,app,2026-04-15,1970,1970,2026-04-17
KR-00407,C-0075,Retail-Core,store,2026-05-26,1840,1840,2026-05-28
KR-00408,C-0038,Retail-Core,app,2026-06-10,2430,2430,2026-06-12
KR-00409,C-0047,Retail-Core,store,2026-04-13,1910,1910,2026-04-15
KR-00410,C-0112,Retail-Core,app,2026-05-05,1040,1040,2026-05-07
KR-00411,C-0088,Retail-Core,store,2026-06-14,960,960,2026-06-16
KR-00412,C-0005,Retail-Core,app,2026-04-05,1990,1990,2026-04-07
KR-00413,C-0002,Retail-Core,web,2026-05-16,1560,1560,2026-05-18
KR-00414,C-0134,Retail-Core,store,2026-06-20,890,890,2026-06-22
KR-00414,C-0134,Retail-Core,store,2026-06-20,890,890,2026-06-22
KR-00415,C-0117,Retail-Core,web,2026-04-19,1760,1760,2026-04-21
KR-00416,C-0020,Retail-Core,web,2026-05-12,2940,1764,2026-05-14
KR-00416,C-0020,Retail-Core,web,2026-05-12,2940,1176,2026-05-14
KR-00417,C-0044,Retail-Core,web,2026-06-07,800,800,2026-06-09
KR-00417,C-0044,Retail-Core,web,2026-06-07,800,800,2026-06-09
KR-00418,C-0040,Retail-Core,store,2026-04-05,2930,1758,2026-04-07
KR-00418,C-0040,Retail-Core,store,2026-04-05,2930,1172,2026-04-07
KR-00419,C-0008,Retail-Core,web,2026-05-06,1520,1520,2026-05-08
KR-00420,C-0112,Retail-Core,store,2026-06-05,1280,1280,2026-06-07
KR-00421,C-0136,Retail-Core,web,2026-04-15,1670,1670,2026-04-17
KR-00422,C-0060,Retail-Core,app,2026-05-20,1470,1470,2026-05-22
KR-00423,C-0099,Retail-Core,store,2026-06-14,1180,1180,2026-06-16
KR-00424,C-0038,Retail-Core,web,2026-04-21,1170,1170,2026-04-23
KR-00425,C-0060,Retail-Core,app,2026-05-05,2600,2600,2026-05-07
KR-00426,C-0043,Retail-Core,app,2026-06-09,1660,1660,2026-06-11
KR-00427,C-0040,Retail-Core,web,2026-04-27,2540,2540,2026-04-28
KR-00428,C-0017,Retail-Core,web,2026-05-06,2280,2280,2026-05-08
KR-00429,C-0020,Retail-Core,app,2026-06-28,2900,1740,2026-06-28
KR-00429,C-0020,Retail-Core,app,2026-06-28,2900,1160,2026-06-28
KR-00430,C-0076,Retail-Core,store,2026-04-12,1550,1550,2026-04-14
KR-00431,C-0040,Retail-Core,app,2026-05-20,2110,2110,2026-05-22
KR-00432,C-0111,Retail-Core,app,2026-06-28,2910,1746,2026-06-28
KR-00432,C-0111,Retail-Core,app,2026-06-28,2910,1164,2026-06-28
KR-00433,C-0027,Retail-Core,store,2026-04-14,1920,1920,2026-04-16
KR-00434,C-0031,Retail-Core,app,2026-05-11,1840,1840,2026-05-13
KR-00435,C-0023,Retail-Core,web,2026-06-04,1630,1630,2026-06-06
KR-00436,C-0038,Retail-Core,web,2026-04-28,1090,1090,2026-04-28
KR-00437,C-0026,Retail-Core,app,2026-05-23,2500,2500,2026-05-25
KR-00438,C-0012,Retail-Core,app,2026-06-04,1800,1800,2026-06-06
KR-00439,C-0051,Retail-Core,web,2026-04-15,1960,1960,2026-04-17
KR-00440,C-0020,Retail-Core,app,2026-05-19,850,850,2026-05-21
KR-00440,C-0020,Retail-Core,app,2026-05-19,850,850,2026-05-21
KR-00441,C-0102,Retail-Core,app,2026-06-07,2190,2190,2026-06-09
KR-00442,C-0100,Retail-Core,app,2026-04-28,2240,2240,2026-04-28
KR-00443,C-0073,Retail-Core,web,2026-05-14,1460,1460,2026-05-16
KR-00444,C-0110,Retail-Core,web,2026-06-14,1310,1310,2026-06-16
KR-00445,C-0146,Retail-Core,web,2026-04-07,2130,2130,2026-04-09
KR-00446,C-0019,Retail-Core,web,2026-05-25,1120,1120,2026-05-27
KR-00447,C-0003,Retail-Core,web,2026-06-05,990,990,2026-06-07
KR-00448,C-0104,Retail-Core,web,2026-04-16,2670,2670,2026-04-18
KR-00449,C-0035,Retail-Core,app,2026-05-08,2150,2150,2026-05-10
KR-00450,C-0047,Retail-Core,app,2026-06-14,2760,2760,2026-06-16
KR-00451,C-0125,Retail-Core,web,2026-04-17,820,820,2026-04-19
KR-00451,C-0125,Retail-Core,web,2026-04-17,820,820,2026-04-19
KR-00452,C-0025,Retail-Core,store,2026-05-05,2340,2340,2026-05-07
KR-00453,C-0020,Retail-Core,app,2026-06-22,2930,1758,2026-06-24
KR-00453,C-0020,Retail-Core,app,2026-06-22,2930,1172,2026-06-24
KR-00454,C-0007,Retail-Core,store,2026-04-15,2230,2230,2026-04-17
KR-00455,C-0025,Retail-Core,store,2026-05-10,2420,2420,2026-05-12
KR-00456,C-0058,Retail-Core,app,2026-06-18,810,810,2026-06-20
KR-00456,C-0058,Retail-Core,app,2026-06-18,810,810,2026-06-20
KR-00457,C-0145,Retail-Core,store,2026-04-25,2690,2690,2026-04-27
KR-00458,C-0044,Retail-Core,store,2026-05-26,1190,1190,2026-05-28
KR-00459,C-0033,Retail-Core,app,2026-06-20,2180,2180,2026-06-22
KR-00460,C-0136,Retail-Core,store,2026-04-14,2700,2700,2026-04-16
KR-00461,C-0075,Retail-Core,app,2026-05-12,1490,1490,2026-05-14
KR-00462,C-0002,Retail-Core,web,2026-06-07,1670,1670,2026-06-09
KR-00463,C-0029,Retail-Core,store,2026-04-18,2600,2600,2026-04-20
KR-00464,C-0021,Retail-Core,store,2026-05-18,2560,2560,2026-05-20
KR-00465,C-0019,Retail-Core,app,2026-06-17,1880,1880,2026-06-19
KR-00466,C-0003,Retail-Core,store,2026-04-11,1380,1380,2026-04-13
KR-00467,C-0081,Retail-Core,web,2026-05-21,1070,1070,2026-05-23
KR-00468,C-0078,Retail-Core,web,2026-06-18,1750,1750,2026-06-20
KR-00469,C-0060,Retail-Core,store,2026-04-16,1310,1310,2026-04-18
KR-00470,C-0021,Retail-Core,app,2026-05-26,2300,2300,2026-05-28
KR-00471,C-0133,Retail-Core,app,2026-06-24,2660,2660,2026-06-26
KR-00472,C-0094,Retail-Core,web,2026-04-23,2250,2250,2026-04-25
KR-00473,C-0096,Retail-Core,web,2026-05-08,1560,1560,2026-05-10
KR-00474,C-0020,Retail-Core,store,2026-06-21,1740,1740,2026-06-23
KR-00475,C-0037,Retail-Core,store,2026-04-17,1650,1650,2026-04-19
KR-00476,C-0077,Retail-Core,store,2026-05-12,1620,1620,2026-05-14
KR-00477,C-0086,Retail-Core,web,2026-06-07,1110,1110,2026-06-09
KR-00478,C-0084,Retail-Core,store,2026-04-16,2670,2670,2026-04-18
KR-00479,C-0127,Retail-Core,app,2026-05-06,1080,1080,2026-05-08
KR-00480,C-0058,Retail-Core,app,2026-06-14,2040,2040,2026-06-16
KR-00481,C-0071,Retail-Core,web,2026-04-13,2090,2090,2026-04-15
KR-00482,C-0089,Retail-Core,web,2026-05-28,2560,2560,2026-05-28
KR-00483,C-0033,Retail-Core,store,2026-06-01,2930,1758,2026-06-03
KR-00483,C-0033,Retail-Core,store,2026-06-01,2930,1172,2026-06-03
KR-00484,C-0003,Retail-Core,store,2026-04-03,2470,2470,2026-04-05
KR-00485,C-0147,Retail-Core,web,2026-05-24,1590,1590,2026-05-26
KR-00486,C-0026,Retail-Core,app,2026-06-12,2110,2110,2026-06-14
